SUBJ,CRS #,SEC #,CALL #,SEM HRS,TITLE,DAYS,START TIME,END TIME,BLDG & ROOM #,FACULTY,REMARKS,SECTION TYPE,MODALITY,SESSION,SESS BEGIN,SESS END
EDCI,562,1,30724,3,ELEMENTARY SCHOOL CURRICULUM,T,0300PM,0445PM,WOOH 206,CUMMINS C,,,Face to face,,3/13/2024,5/24/2024
EDCI,598,1,30728,0,CERTIFICATE COMPLETION,TBA,,,,JACOB J,,,Face to face,,3/13/2024,5/24/2024
EDLE,531,51,30729,3,SUPV OF INSTR FOR SCHOOL IMPROVE,M,0500PM,0845PM,,HUGHEY P,,,Face to face,,3/13/2024,5/24/2024
EDLE,541,51,30731,3,EFFECTIVE LEADERSHIP MANAGEMENT,W,0500PM,0845PM,WOOH 218,HOOD J,,,Face to face,,3/13/2024,5/24/2024
EDLE,564,51,30733,1,INTERN IN EDUC LEADERSHIP III,TBA,,,,HOOD J,,,Face to face,,3/13/2024,5/24/2024
EDLE,719C,1,30738,3,ADVANCED TOPICS IN EDUCATION,TBA,,,,MCCOY B,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,719C,2,30739,3,ADVANCED TOPICS IN EDUCATION,TBA,,,,SCHILLINGER D,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,719F,1,30740,6,ADVANCED TOPICS IN EDUCATION,TBA,,,,MCCOY B,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,777C,1,30743,3,PROFESSIONAL PROJECT,TBA,,,,SCHILLINGER D,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,777C,2,30744,3,PROFESSIONAL PROJECT,TBA,,,,MCCOY B,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,799C,1,30748,3,DISSERTATION,TBA,,,,SCHILLINGER D,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,799C,2,30749,3,DISSERTATION,TBA,,,,MCCOY B,HYBRID,,Hybrid,,3/13/2024,5/24/2024
EDLE,799C,3,30750,3,DISSERTATION,TBA,,,,CUMMINS C,HYBRID,,Hybrid,,3/13/2024,5/24/2024
ELEN,223,1,30755,3,ELECTRICAL CIRCUITS II,MWF,0800AM,0915AM,NETH 140,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ELEN,322,1,30756,3,DIGITAL SIGNAL PROCESSING,MWF,1230PM,0145PM,NETH 140,MIRZAEI H,,,Face to face,,3/13/2024,5/24/2024
ELEN,333,1,30757,3,INTRODUCTION TO DIGITAL DESIGN,TR,1000AM,1115AM,IESB 105,GATES M,,,Face to face,,3/13/2024,5/24/2024
ELEN,336,1,30758,3,ELECTRONIC CIRCUITS II,MWF,0930AM,1045AM,NETH 140,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ELEN,339,1,30759,1,ELECTRONIC CIRCUITS LABORATORY,R,0200PM,0500PM,NETH 218,MIRZAEI H,,,Face to face,,3/13/2024,5/24/2024
ELEN,339,2,30760,1,ELECTRONIC CIRCUITS LABORATORY,W,0200PM,0500PM,NETH 218,MIRZAEI H,,,Face to face,,3/13/2024,5/24/2024
ELEN,408,1,30761,1,ELEC ENGINEERING DESIGN III,M,0200PM,0500PM,NETH 218,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ELEN,408,2,30762,1,ELEC ENGINEERING DESIGN III,M,0200PM,0500PM,NETH 218,ZIVANOVIC S,XLS NSE 408-001,,Face to face,,3/13/2024,5/24/2024
ELEN,411,1,30763,3,ELECTRIC & MAGNETIC FIELDS,MWF,1100AM,1215PM,NETH 140,MIRZAEI H,,World Wide Web course,Face to face,,3/13/2024,5/24/2024
ELEN,423,1,30764,3,EMBEDDED SYSTEMS,TR,1200PM,0115PM,IESB 224,GATES M,,,Face to face,,3/13/2024,5/24/2024
ELEN,433,1,32465,3,OPTOELECTRONICS,MWF,1100AM,1215PM,NETH 120,ZIVANOVIC S,XLS ELEN533-001,,Face to face,,3/13/2024,5/24/2024
ELEN,450,1,30765,2,SELECTED TOPICS,TBA,,,,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ELEN,451,1,30766,3,INFORMATION THEORY,TR,1000AM,1150AM,NETH 105,CHEN J,XLS ELEN557-001,,Face to face,,3/13/2024,5/24/2024
ELEN,451,2,32466,3,ANALYSIS OF UNBALANCED POWER SYS,TR,1200PM,0150PM,NETH 105,BHATTARAI P,XLS ELEN557-002,,Face to face,,3/13/2024,5/24/2024
ELEN,533,1,32467,3,OPTOELECTRONICS,MWF,1100AM,1215PM,NETH 120,ZIVANOVIC S,,,Face to face,,3/13/2024,5/24/2024
ELEN,550A,1,30770,1,SPECIAL PROBLEMS,TBA,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,550B,1,30771,2,SPECIAL PROBLEMS,TBA,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,550C,1,30772,3,SPECIAL PROBLEMS,TBA,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,551C,1,30773,3,MSE THESIS IN ELECTRICAL ENGR,,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,551F,1,30774,6,MSE THESIS IN ELECTRICAL ENGR,,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,555,1,30775,3,PRACTICUM,TBA,,,,CHEN J,,,Face to face,,3/13/2024,5/24/2024
ELEN,557,1,30776,3,INFORMATION THEORY,TR,1000AM,1150AM,NETH 105,CHEN J,XLS ELEN451-001,,Face to face,,3/13/2024,5/24/2024
ELEN,557,2,30777,3,ANALYSIS OF UNBALANCED POWER SYS,TR,1200PM,0150PM,NETH 105,BHATTARAI P,XLS ELEN451-002,,Face to face,,3/13/2024,5/24/2024
ELET,270,1,30780,3,INSTRUMENTATION,MWF,0230PM,0420PM,IESB 112,NIEMIROWSKI J,,,Face to face,,3/13/2024,5/24/2024
ELET,280,1,30781,3,ELEC POWER I-INDUS POWER DISTR,TR,0800AM,0950AM,IESB 112,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ELET,361,1,30782,1,ELECTRO-MECH POWER CONV LAB,W,0200PM,0500PM,NETH 101,BHATTARAI P,,,Face to face,,3/13/2024,5/24/2024
ELET,361,2,30783,1,ELECTRO-MECH POWER CONV LAB,R,0200PM,0500PM,NETH 101,GILL R,,,Face to face,,3/13/2024,5/24/2024
ELET,490A,1,30784,1,SPECIAL PROBLEMS,TBA,,,,LONG W,,,Face to face,,3/13/2024,5/24/2024
ELET,490B,1,30785,2,SPECIAL PROBLEMS,TBA,,,,LONG W,,,Face to face,,3/13/2024,5/24/2024
ELET,490C,1,30786,3,PLC INTEGRATION OF IOT MESH,TBA,,,,LONG W,,,Face to face,,3/13/2024,5/24/2024
EMGT,518,1,30795,3,PROJECT MANAGEMENT,TR,0200PM,0315PM,BOGH 302,HEGAB H,XLS INEN406-001,,Face to face,,3/13/2024,5/24/2024
ENGL,101,1,30799,3,FRESHMAN COMPOSITION I,TR,1000AM,1150AM,GTMH 211A,SMITH G,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,2,30800,3,FRESHMAN COMPOSITION I,MWF,1230PM,0145PM,GTMH 211B,RICKS B,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,3,30801,3,FRESHMAN COMPOSITION I,MWF,1100AM,1215PM,GTMH 217,LEJUNE S,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,4,30802,3,FRESHMAN COMPOSITION I,MWF,0930AM,1045AM,GTMH 217,THOMAS A,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,5,30803,3,FRESHMAN COMPOSITION I,MWF,0800AM,0915AM,GTMH 201,DAMPIER A,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,6,30804,3,FRESHMAN COMPOSITION I,MWF,0800AM,0915AM,GTMH 229,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,7,30805,3,FRESHMAN COMPOSITION I,MWF,1230PM,0145PM,GTMH 211A,LAMPTEY I,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,8,30806,3,FRESHMAN COMPOSITION I,MWF,1100AM,1215PM,GTMH 203,RICKS B,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,9,30807,3,FRESHMAN COMPOSITION I,MWF,0200PM,0315PM,GTMH 217,LEJUNE S,,,Face to face,,3/13/2024,5/24/2024
ENGL,101,10,30808,3,FRESHMAN COMPOSITION I,TR,1000AM,1150AM,GTMH 217,IGHADE L,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,2,30836,3,FRESHMAN COMPOSITION II,TR,0800AM,0950AM,GTMH 211A,JOBE K,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,3,30837,3,FRESHMAN COMPOSITION II,MWF,1100AM,1215PM,GTMH 211B,TUCKER K,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,4,30838,3,FRESHMAN COMPOSITION II,MWF,1230PM,0145PM,GTMH 311,GOODWIN A,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,5,30839,3,FRESHMAN COMPOSITION II,MWF,1230PM,0145PM,GTMH 219,HATLEY B,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,6,30840,3,FRESHMAN COMPOSITION II,MWF,1230PM,0145PM,GTMH 205,TUCKER K,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,7,30841,3,FRESHMAN COMPOSITION II,MWF,0930AM,1045AM,GTMH 211A,TUCKER K,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,8,30842,3,FRESHMAN COMPOSITION II,TR,1000AM,1150AM,GTMH 211B,DEFEE N,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,9,30843,3,FRESHMAN COMPOSITION II,TR,1000AM,1150AM,GTMH 219,HATLEY B,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,10,30844,3,FRESHMAN COMPOSITION II,TR,0200PM,0350PM,GTMH 215,HATLEY B,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,11,30845,3,FRESHMAN COMPOSITION II,TR,1200PM,0150PM,GTMH 211A,LEVIN S,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,12,30846,3,FRESHMAN COMPOSITION II,TR,1000AM,1150AM,GTMH 203,WAGNER A,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,13,30847,3,FRESHMAN COMPOSITION II,MWF,0800AM,0915AM,GTMH 215,WAGNER A,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,14,30848,3,FRESHMAN COMPOSITION II,MWF,0200PM,0315PM,GTMH 311,GOODWIN A,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,15,30849,3,FRESHMAN COMPOSITION II,MWF,1230PM,0145PM,GTMH 227,SMITH G,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,16,30850,3,FRESHMAN COMPOSITION II,MWF,0930AM,1045AM,GTMH 229,WAGNER A,,,Face to face,,3/13/2024,5/24/2024
ENGL,102,17,30851,3,FRESHMAN COMPOSITION II,MWF,0800AM,0915AM,GTMH 211A,SMITH G,,,Face to face,,3/13/2024,5/24/2024
ENGL,210,1,30893,3,"INT TO BRIT LIT,BEG TO ROM ERA",MWF,1230PM,0145PM,GTMH 215,MAGEE B,,,Face to face,,3/13/2024,5/24/2024
ENGL,211,1,30894,3,"INT TO BRIT LIT, ROM ERA TO PRES",MWF,1230PM,0145PM,GTMH 229,ROBBINS D,,,Face to face,,3/13/2024,5/24/2024
ENGL,211,3,30895,3,"INT TO BRIT LIT, ROM ERA TO PRES",TR,0200PM,0350PM,GTMH 219,LEVIN S,,,Face to face,,3/13/2024,5/24/2024
ENGL,212,1,30904,3,INTRO TO AMERICAN LITERATURE,TR,1000AM,1150AM,GTMH 229,BERGHOLTZ B,,,Face to face,,3/13/2024,5/24/2024
ENGL,212,2,30905,3,INTRO TO AMERICAN LITERATURE,MWF,1100AM,1215PM,GTMH 311,DEFEE N,,,Face to face,,3/13/2024,5/24/2024
ENGL,212,3,30906,3,INTRO TO AMERICAN LITERATURE,MWF,1100AM,1215PM,GTMH 215,SINGER E,,,Face to face,,3/13/2024,5/24/2024
ENGL,212,4,30907,3,INTRO TO AMERICAN LITERATURE,MWF,1230PM,0145PM,GTMH 317,SINGER E,,,Face to face,,3/13/2024,5/24/2024
ENGL,212,5,32612,3,INTRO TO AMERICAN LITERATURE,MW,1200PM,0150PM,GTMH 309,BERGHOLTZ B,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,1,30911,3,TECHNICAL WRITING,TR,0200PM,0350PM,GTMH 229,STREBECK C,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,2,30912,3,TECHNICAL WRITING,MWF,1230PM,0145PM,GTMH 209,COLVIN K,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,3,30913,3,TECHNICAL WRITING,MWF,0930AM,1045AM,GTMH 209,GOODWIN A,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,4,30914,3,TECHNICAL WRITING,TR,1000AM,1150AM,GTMH 209,TODD N,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,5,30915,3,TECHNICAL WRITING,TR,1200PM,0150PM,GTMH 209,TODD N,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,6,30916,3,TECHNICAL WRITING,MWF,0800AM,0915AM,GTMH 209,GOODWIN A,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,7,30917,3,TECHNICAL WRITING,MWF,0930AM,1045AM,GTMH 317,COLVIN K,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,8,30918,3,TECHNICAL WRITING,TR,1000AM,1150AM,GTMH 201,WILLIAMS J,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,9,30919,3,TECHNICAL WRITING,MWF,0800AM,0915AM,GTMH 217,CLARK J,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,10,30920,3,TECHNICAL WRITING,TR,1200PM,0150PM,GTMH 317,MAGEE B,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,11,30921,3,TECHNICAL WRITING,TR,0200PM,0350PM,GTMH 201,JIMMERSON M,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,12,30922,3,TECHNICAL WRITING,TR,1000AM,1150AM,GTMH 215,BROWN P,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,13,30923,3,TECHNICAL WRITING,MWF,1100AM,1215PM,GTMH 205,CLARK J,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,14,30924,3,TECHNICAL WRITING,TR,0800AM,0950AM,GTMH 205,JIMMERSON M,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,15,30925,3,TECHNICAL WRITING,TR,1200PM,0150PM,GTMH 229,STREBECK C,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,16,30926,3,TECHNICAL WRITING,MWF,1100AM,1215PM,,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGL,303,17,30927,3,TECHNICAL WRITING,TR,0800AM,0950AM,GTMH 229,WILLIAMS J,,,Face to face,,3/13/2024,5/24/2024
ENGL,327,1,32602,3,FORM&THEORY OF CREATIVE WRITING,MWF,0930AM,1045AM,GTMH 203,SMITH G,,,Face to face,,3/13/2024,5/24/2024
ENGL,332,1,30932,3,ADVANCED GRAMMAR,MW,0200PM,0350PM,GTMH 205,JIMMERSON M,,,Face to face,,3/13/2024,5/24/2024
ENGL,336,1,30933,3,ADVANCED COMPOSITION,TR,1000AM,1150AM,GTMH 205,TUCKER K,,,Face to face,,3/13/2024,5/24/2024
ENGL,403,1,30935,3,CHAUCER,MWF,1230PM,0145PM,GTMH 223,LEWIS C,,,Face to face,,3/13/2024,5/24/2024
ENGL,411,1,32598,3,THE 19TH CENT BRITISH NOVEL,MWF,1100AM,1215PM,GTMH 223,ROBBINS D,,,Face to face,,3/13/2024,5/24/2024
ENGL,415,1,30937,3,SHAKESPEARE,MWF,0930AM,1045AM,GTMH 223,LEWIS C,,,Face to face,,3/13/2024,5/24/2024
ENGL,429,1,30939,3,AMERICAN FICTION/ 20TH CENTURY,TR,1200PM,0150PM,GTMH 223,BERGHOLTZ B,,,Not specified,,3/13/2024,5/24/2024
ENGL,450,1,30941,1,CAPSTONE COURSE,T,0400PM,0515PM,GTMH 223,RUFLETH E,,,Face to face,,3/13/2024,5/24/2024
ENGL,475,1,32556,3,"ROCK, RAP, AND THE POETIC TRAD",MW,0200PM,0350PM,GTMH 223,LEVIN S,,,Face to face,,3/13/2024,5/24/2024
ENGL,475,2,32557,3,THE QUATRAIN,MWF,0200PM,0315PM,GTMH 211B,TODD N,,,Face to face,,3/13/2024,5/24/2024
ENGL,475,3,32603,3,NARR HISTORY: WRITING WITH RES,TR,1000AM,1150AM,GTMH 223,SINGER E,XLS HIST490-002,,Face to face,,3/13/2024,5/24/2024
ENGL,575,51,30953,3,POE,M,0500PM,0800PM,GTMH 223,DEFEE N,,,Hybrid,,3/13/2024,5/24/2024
ENGR,120,1,30956,2,ENGINEERING PROBLEM SOLVING I,TR,1000AM,1150AM,IESB 114,KIDD C,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,120,2,30957,2,ENGINEERING PROBLEM SOLVING I,MW,1000AM,1150AM,IESB 114,SOLHMIRZAEI R,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,121,1,30958,2,ENGINEERING PROBLEM SOLVING II,TR,0200PM,0350PM,IESB 114,REIS L,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,121,2,30959,2,ENGINEERING PROBLEM SOLVING II,MW,1200PM,0150PM,IESB 114,STAFF T,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,121,3,30960,2,ENGINEERING PROBLEM SOLVING II,MW,0800AM,0950AM,IESB 114,GILL R,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,1,30961,2,ENGINEERING PROBLEM SOLVING III,MW,0200PM,0350PM,IESB 122,EASLEY J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,2,30962,2,ENGINEERING PROBLEM SOLVING III,TR,1200PM,0150PM,IESB 114,EASLEY J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,3,30963,2,ENGINEERING PROBLEM SOLVING III,TR,0800AM,0950AM,IESB 122,HOWELL J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,4,30964,2,ENGINEERING PROBLEM SOLVING III,TR,0200PM,0350PM,IESB 122,NIEMIROWSKI J,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,5,30965,2,ENGINEERING PROBLEM SOLVING III,MW,1000AM,1150AM,IESB 122,CALDORERA-MOORE,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,122,6,32628,2,ENGINEERING PROBLEM SOLVING III,MW,0800AM,0950AM,IESB 122,NIEMIROWSKI J,,,Face to face,,3/13/2024,5/24/2024
ENGR,189B,2,30966,2,S-STEM SUCCESS PILOT,MWF,0800AM,0950AM,IESB 126,CRUSE K,,,Face to face,,3/13/2024,5/24/2024
ENGR,220,1,30967,3,STATICS & MECHANICS OF MATERIALS,MWF,0800AM,0950AM,IESB 124,SWANBOM M,,,Face to face,,3/13/2024,5/24/2024
ENGR,220,2,30968,3,STATICS & MECHANICS OF MATERIALS,MWF,0200PM,0350PM,IESB 124,SALEHI H,,,Face to face,,3/13/2024,5/24/2024
ENGR,220,3,30969,3,STATICS & MECHANICS OF MATERIALS,MWF,1000AM,1150AM,IESB 124,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGR,221,1,30970,3,ELECTRICAL ENGR & CIRCUITS I,MWF,0800AM,0950AM,IESB 112,MIRZAEI H,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,221,2,30971,3,ELECTRICAL ENGR & CIRCUITS I,MWF,1000AM,1150AM,IESB 112,WARD A,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,221,3,32453,3,ELECTRICAL ENGR & CIRCUITS I,MWF,1230PM,0220PM,IESB 112,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGR,222,1,30973,3,THERMODYNAMICS,MWF,1000AM,1150AM,IESB 214,REIS L,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,222,2,30974,3,THERMODYNAMICS,MWF,1200PM,0150PM,IESB 214,HOLLINS B,EXTERNAL EXAMS,,Face to face,,3/13/2024,5/24/2024
ENGR,425,1,30976,1,ENGR ETHICS & PROFESSIONALISM,R,0330PM,0445PM,IESB 205,HEGAB H,XLS ENGT472-001,,Face to face,,3/13/2024,5/24/2024
ENGR,456,99,30977,3,ENGINEERING & SCIENCE INTERNSHIP,TBA,,,,TIMS H,,,Face to face,,3/13/2024,5/24/2024
ENGR,480,1,30978,1,MULTIDISCIPLINARY CAPSTONE DES I,R,0200PM,0500PM,BOGH 325,CRITTENDEN K,,,Face to face,,3/13/2024,5/24/2024
ENGR,489A,1,32582,1,MICROCONTROLLER DESIGN,TBA,,,,HARTMANN M,,,Face to face,,3/13/2024,5/24/2024
ENGR,489B,1,30979,2,BIOMATERIALS RESEARCH METHODS,TBA,,,,CALDORERA-MOORE,,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,1,30980,3,SPECIAL TOPICS,TBA,,,,CALDORERA-MOORE,,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,2,32617,3,SENSING TOXIC CHEMICALS,MW,0200PM,0350PM,BMEB 107,MURRAY T,ARUMUGAM P,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,3,30981,3,ELEC-MECH TRBLSHOOTING&PID EVAL,WF,0200PM,0350PM,IESB 128,THEODOS M,,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,4,30982,3,INDUSTRIAL CONTROL APPLICATIONS,TR,1000AM,1150AM,IESB 128,GILL R,,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,5,30983,3,MACH LEARN PREDICT MAINT,TR,0800AM,0950AM,,NIEMIROWSKI J,,,Face to face,,3/13/2024,5/24/2024
ENGR,489C,82,30984,3,MICEFA - UNIV OF PARIS,TBA,,,,TIMS H,MICEFA,,Face to face,,3/13/2024,5/24/2024
ENGR,494A,1,30985,1,ECO-CAR LEADERSHIP,W,0500PM,0615PM,BOGH 316,TIMS H,,,Face to face,,3/13/2024,5/24/2024
ENGR,494A,2,30986,1,SFS CYBERCORPS,M,0500PM,0615PM,IESB 205,HEGAB H,,,Face to face,,3/13/2024,5/24/2024
ENGR,494B,1,30987,2,SFS CYBERCORPS,TBA,,,,HEGAB H,,,Face to face,,3/13/2024,5/24/2024
ENGR,494C,82,30988,3,MICEFA - UNIV OF PARIS,TBA,,,,TIMS H,MICEFA,,Face to face,,3/13/2024,5/24/2024
ENGR,510,51,32625,2,INTRO TO ENGR & SCI RES METHODS,TR,0400PM,0550PM,DAVH 107,DECOSTER M,XLS ENGR511,,Face to face,,3/13/2024,5/24/2024
ENGR,550B,1,30989,2,DIR INTERDISCIPL STUDY IN ENGR,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,550C,1,30990,3,DIR INTERDISCIPL STUDY IN ENGR,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,551C,1,30991,3,MSE INTERDISCIPL THESIS IN ENGR,TBA,,,,WICK C,,,Hybrid,,3/13/2024,5/24/2024
ENGR,589A,1,32630,1,SPECIAL TOPICS,W,1230PM,0130PM,BOGH 303,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGR,589C,2,32618,3,SENSING TOXIC CHEMICALS,MW,0200PM,0350PM,BMEB 107,MURRAY T,ARUMUGAM P,,Face to face,,3/13/2024,5/24/2024
ENGR,594A,1,30992,1,APPLIED INDUSTRIAL PRACTICUM,TBA,,,,CARDENAS H,,,Hybrid,,3/13/2024,5/24/2024
ENGR,611,1,30993,1,ENGR DISSERTATION ENHNCMNT SEM,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,650B,1,30994,2,DIRECTED STUDY IN ENGINEERING,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,650C,1,30995,3,DIRECTED STUDY IN ENGINEERING,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,651A,1,30996,1,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,651B,1,30997,2,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,651C,1,30998,3,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,651F,1,30999,6,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,685,1,31000,0,WRITTEN QUALIFYING EXAMINATION,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,686,1,31001,0,ORAL COMPREHENSIVE EXAMINATION,TBA,,,,WANG S,,,Hybrid,,3/13/2024,5/24/2024
ENGR,751C,1,31002,3,POST-CANDIDACY DISSERTATION RES,TBA,,,,WICK C,,,Hybrid,,3/13/2024,5/24/2024
ENGR,751F,1,31003,6,POST-CANDIDACY DISSERTATION RES,TBA,,,,WICK C,,,Hybrid,,3/13/2024,5/24/2024
ENGR,751I,1,31004,9,POST-CANDIDACY DISSERTATION RES,TBA,,,,WICK C,,,Hybrid,,3/13/2024,5/24/2024
ENGT,122,1,31005,2,APPLIED ENGR PROBLEM SOLVING III,MW,1200PM,0150PM,IESB 122,HALL D,,,Face to face,,3/13/2024,5/24/2024
ENGT,222,1,31006,3,APPLIED THERMODYNAMICS,MWF,1000AM,1150AM,IESB 128,HOLLINS B,,,Face to face,,3/13/2024,5/24/2024
ENGT,222,2,31007,3,APPLIED THERMODYNAMICS,MWF,1000AM,1150AM,IESB 128,STAFF T,,,Face to face,,3/13/2024,5/24/2024
ENGT,322,1,31008,3,APPLIED MANUFACTURING SYSTEMS,MWF,0800AM,0950AM,IESB 128,HALL D,,,Face to face,,3/13/2024,5/24/2024
ENGT,472,1,31009,1,PROF AND ETHICS FOR ENGR TECH,R,0330PM,0445PM,IESB 205,HEGAB H,XLS ENGR425-001,,Face to face,,3/13/2024,5/24/2024
ENSC,310,1,31011,3,SOIL SCIENCE,MWF,1100AM,1215PM,REEH 206,PATTERSON W,XLIST PLSC310,,Face to face,,3/13/2024,5/24/2024
ENSC,311,1,31012,1,SOIL SCIENCE LABORATORY,M,0200PM,0500PM,REEH 203,PATTERSON W,XLIST PLSC311,,Face to face,,3/13/2024,5/24/2024
ENSC,360A,1,32352,1,ENVIRONMENTAL SCIENCE PROBLEMS,TBA,,,,MANESS T,,,Face to face,,3/13/2024,5/24/2024
ENSC,360B,1,32353,2,ENVIRONMENTAL SCIENCE PROBLEMS,TBA,,,,MANESS T,,,Face to face,,3/13/2024,5/24/2024
ENSC,360C,1,32354,3,ENVIRONMENTAL SCIENCE PROBLEMS,TBA,,,,MANESS T,,,Face to face,,3/13/2024,5/24/2024
ENSC,360C,2,32355,3,ENVIRONMENTAL SCIENCE PROBLEMS,F,1230PM,0415PM,REEH 205,MANESS T,,,Face to face,,3/13/2024,5/24/2024
ENSC,478C,98,31016,3,COOP EDUCATION WORK EXPERIENCE,TBA,,,,CAMPBELL W,,,Face to face,,3/13/2024,5/24/2024
ENTR,430,1,31017,3,INNOVATIVE PRODUCT DESIGN,TR,0800AM,0950AM,COBB 226,RING J,CRITTENDEN K,,Face to face,,3/13/2024,5/24/2024
